,Возраст (лет),мужчины,женщины,region
99,71,7519.0,13877.0,Пермский край
100,72,6972.0,13714.0,Пермский край
101,73,5849.0,11823.0,Пермский край
102,74,3259.0,6921.0,Пермский край
103,70-74,33304.0,64222.0,Пермский край
104,75,2104.0,4719.0,Пермский край
105,76,1877.0,4389.0,Пермский край
106,77,2476.0,6196.0,Пермский край
107,78,3716.0,9984.0,Пермский край
108,79,3367.0,10137.0,Пермский край
109,75-79,13540.0,35425.0,Пермский край
110,80 и старше,19694.0,70367.0,Пермский край
111,85 и старше,6305.0,27112.0,Пермский край
112,,,,Пермский край
113,Итого,1194547.0,1404713.0,Пермский край
114,,,,Пермский край
115,моложе трудоспособного,271087.0,257905.0,Пермский край
116,трудоспособного,743280.0,694812.0,Пермский край
117,старше трудоспособного,180180.0,451996.0,Пермский край
0,0,7440.0,7101.0,Удмуртская Республика
1,1,8300.0,7987.0,Удмуртская Республика
2,2,9179.0,8493.0,Удмуртская Республика
3,0-2,24919.0,23581.0,Удмуртская Республика
4,3,10491.0,10207.0,Удмуртская Республика
5,4,11213.0,10580.0,Удмуртская Республика
6,0-4,46623.0,44368.0,Удмуртская Республика
7,5,11088.0,10546.0,Удмуртская Республика
8,3-5,32792.0,31333.0,Удмуртская Республика
9,6,11125.0,10582.0,Удмуртская Республика
10,1-6,61396.0,58395.0,Удмуртская Республика
11,7,11599.0,11080.0,Удмуртская Республика
12,8,10989.0,10383.0,Удмуртская Республика
13,9,10599.0,10032.0,Удмуртская Республика
14,5-9,55400.0,52623.0,Удмуртская Республика
15,10,10261.0,10024.0,Удмуртская Республика
16,11,10022.0,9477.0,Удмуртская Республика
17,12,9642.0,9204.0,Удмуртская Республика
18,13,8572.0,7942.0,Удмуртская Республика
19,8-13,60085.0,57062.0,Удмуртская Республика
20,0-13,140520.0,133638.0,Удмуртская Республика
21,14,8222.0,7941.0,Удмуртская Республика
22,10-14,46719.0,44588.0,Удмуртская Республика
23,0-14,148742.0,141579.0,Удмуртская Республика
24,15,8692.0,8317.0,Удмуртская Республика
25,14-15,16914.0,16258.0,Удмуртская Республика
26,16,8602.0,8134.0,Удмуртская Республика
27,17,8289.0,8084.0,Удмуртская Республика
28,16-17,16891.0,16218.0,Удмуртская Республика
29,0-17,174325.0,166114.0,Удмуртская Республика
30,18,7252.0,7292.0,Удмуртская Республика
31,19,6888.0,7194.0,Удмуртская Республика
32,15-19,39723.0,39021.0,Удмуртская Республика
33,20,6683.0,7031.0,Удмуртская Республика
34,21,6814.0,7118.0,Удмуртская Республика
35,22,6545.0,6857.0,Удмуртская Республика
36,23,6841.0,6713.0,Удмуртская Республика
37,24,6711.0,6934.0,Удмуртская Республика
38,20-24,33594.0,34653.0,Удмуртская Республика
39,25,8572.0,7620.0,Удмуртская Республика
40,26,7815.0,7722.0,Удмуртская Республика
41,27,8802.0,8801.0,Удмуртская Республика
42,28,9147.0,9381.0,Удмуртская Республика
43,29,10501.0,10396.0,Удмуртская Республика
44,25-29,44837.0,43920.0,Удмуртская Республика
45,20-29,78431.0,78573.0,Удмуртская Республика
46,16-29,109462.0,109277.0,Удмуртская Республика
47,30,11558.0,11112.0,Удмуртская Республика
48,31,12674.0,12131.0,Удмуртская Республика
49,32,13222.0,12778.0,Удмуртская Республика
50,33,13183.0,12579.0,Удмуртская Республика
51,34,12452.0,12069.0,Удмуртская Республика
52,30-34,63089.0,60669.0,Удмуртская Республика
53,15-34,181243.0,178263.0,Удмуртская Республика
54,35,12497.0,11930.0,Удмуртская Республика
55,36,12884.0,12802.0,Удмуртская Республика
56,37,11340.0,11378.0,Удмуртская Республика
57,38,11065.0,11405.0,Удмуртская Республика
58,39,11278.0,11492.0,Удмуртская Республика
59,35-39,59064.0,59007.0,Удмуртская Республика
60,20-39,200584.0,198249.0,Удмуртская Республика
61,40,10627.0,11245.0,Удмуртская Республика
62,41,10449.0,11331.0,Удмуртская Республика
63,42,10344.0,11145.0,Удмуртская Республика
64,43,10652.0,11648.0,Удмуртская Республика
65,44,10065.0,11251.0,Удмуртская Республика
66,40-44,52137.0,56620.0,Удмуртская Республика
67,45,9932.0,10963.0,Удмуртская Республика
68,46,9268.0,10274.0,Удмуртская Республика
69,47,9053.0,10294.0,Удмуртская Республика
70,48,8952.0,9941.0,Удмуртская Республика
71,49,8596.0,9771.0,Удмуртская Республика
72,45-49,45801.0,51243.0,Удмуртская Республика
73,15-49,338245.0,345133.0,Удмуртская Республика
74,50,7961.0,9163.0,Удмуртская Республика
75,51,7679.0,9125.0,Удмуртская Республика
76,52,7968.0,9337.0,Удмуртская Республика
77,53,8274.0,9822.0,Удмуртская Республика
78,54,8442.0,10340.0,Удмуртская Республика
79,50-54,40324.0,47787.0,Удмуртская Республика
80,55,8785.0,10883.0,Удмуртская Республика
81,56,9412.0,11882.0,Удмуртская Республика
82,57,9607.0,12525.0,Удмуртская Республика
83,58,9966.0,13150.0,Удмуртская Республика
84,59,10582.0,14190.0,Удмуртская Республика
85,55-59,48352.0,62630.0,Удмуртская Республика
86,60,10052.0,13828.0,Удмуртская Республика
87,61,9997.0,13649.0,Удмуртская Республика
88,62,9442.0,13323.0,Удмуртская Республика
89,63,8481.0,12275.0,Удмуртская Республика
90,64,8403.0,12698.0,Удмуртская Республика
91,60-64,46375.0,65773.0,Удмуртская Республика
92,65,7976.0,12599.0,Удмуртская Республика
93,66,6976.0,10858.0,Удмуртская Республика
94,67,6684.0,11062.0,Удмуртская Республика
95,68,6303.0,10485.0,Удмуртская Республика
96,69,5656.0,9922.0,Удмуртская Республика
97,65-69,33595.0,54926.0,Удмуртская Республика
98,70,5309.0,9844.0,Удмуртская Республика
99,71,3973.0,7269.0,Удмуртская Республика
100,72,3846.0,7359.0,Удмуртская Республика
101,73,3086.0,5952.0,Удмуртская Республика
102,74,1718.0,3667.0,Удмуртская Республика
103,70-74,17932.0,34091.0,Удмуртская Республика
104,75,1201.0,2567.0,Удмуртская Республика
105,76,935.0,2277.0,Удмуртская Республика
106,77,1425.0,3486.0,Удмуртская Республика
107,78,1978.0,5279.0,Удмуртская Республика
108,79,1936.0,5325.0,Удмуртская Республика
109,75-79,7475.0,18934.0,Удмуртская Республика
110,80 и старше,10331.0,38731.0,Удмуртская Республика
111,85 и старше,3297.0,15630.0,Удмуртская Республика
112,,,,Удмуртская Республика
113,Итого,691371.0,809584.0,Удмуртская Республика
114,,,,Удмуртская Республика
115,моложе трудоспособного,157434.0,149896.0,Удмуртская Республика
116,трудоспособного,428281.0,395486.0,Удмуртская Республика
117,старше трудоспособного,105656.0,264202.0,Удмуртская Республика
0,0,2880.0,2677.0,Республика Хакасия
1,1,3201.0,2993.0,Республика Хакасия
2,2,3395.0,3255.0,Республика Хакасия
3,0-2,9476.0,8925.0,Республика Хакасия
4,3,3957.0,3642.0,Республика Хакасия
5,4,4026.0,3850.0,Республика Хакасия
6,0-4,17459.0,16417.0,Республика Хакасия
7,5,4245.0,4035.0,Республика Хакасия
8,3-5,12228.0,11527.0,Республика Хакасия
9,6,4222.0,4153.0,Республика Хакасия
10,1-6,23046.0,21928.0,Республика Хакасия
11,7,4344.0,4274.0,Республика Хакасия
12,8,4117.0,3990.0,Республика Хакасия
13,9,4125.0,3840.0,Республика Хакасия
14,5-9,21053.0,20292.0,Республика Хакасия
15,10,4119.0,3828.0,Республика Хакасия
16,11,4041.0,3825.0,Республика Хакасия
17,12,3786.0,3448.0,Республика Хакасия
18,13,3259.0,3083.0,Республика Хакасия
19,8-13,23447.0,22014.0,Республика Хакасия
20,0-13,53717.0,50893.0,Республика Хакасия
21,14,3172.0,2991.0,Республика Хакасия
22,10-14,18377.0,17175.0,Республика Хакасия
23,0-14,56889.0,53884.0,Республика Хакасия
24,15,3180.0,3052.0,Республика Хакасия
25,14-15,6352.0,6043.0,Республика Хакасия
26,16,3166.0,3032.0,Республика Хакасия
27,17,2988.0,2822.0,Республика Хакасия
28,16-17,6154.0,5854.0,Республика Хакасия
29,0-17,66223.0,62790.0,Республика Хакасия
30,18,2336.0,2419.0,Республика Хакасия
31,19,2376.0,2427.0,Республика Хакасия
32,15-19,14046.0,13752.0,Республика Хакасия
33,20,2165.0,2187.0,Республика Хакасия
34,21,2362.0,2267.0,Республика Хакасия
35,22,2195.0,2299.0,Республика Хакасия
36,23,2744.0,2498.0,Республика Хакасия
37,24,2665.0,2773.0,Республика Хакасия
38,20-24,12131.0,12024.0,Республика Хакасия
39,25,2964.0,2865.0,Республика Хакасия
40,26,2982.0,2836.0,Республика Хакасия
41,27,3305.0,3038.0,Республика Хакасия
42,28,3361.0,3553.0,Республика Хакасия
43,29,3758.0,3997.0,Республика Хакасия
44,25-29,16370.0,16289.0,Республика Хакасия
45,20-29,28501.0,28313.0,Республика Хакасия
46,16-29,39367.0,39013.0,Республика Хакасия
47,30,3927.0,4094.0,Республика Хакасия
48,31,4290.0,4408.0,Республика Хакасия
49,32,4659.0,4671.0,Республика Хакасия
50,33,4710.0,4691.0,Республика Хакасия
51,34,4396.0,4540.0,Республика Хакасия
52,30-34,21982.0,22404.0,Республика Хакасия
53,15-34,64529.0,64469.0,Республика Хакасия
54,35,4784.0,4544.0,Республика Хакасия
55,36,4681.0,4771.0,Республика Хакасия
56,37,4652.0,4823.0,Республика Хакасия
57,38,4303.0,4473.0,Республика Хакасия
58,39,4365.0,4535.0,Республика Хакасия
59,35-39,22785.0,23146.0,Республика Хакасия
60,20-39,73268.0,73863.0,Республика Хакасия
61,40,4023.0,4220.0,Республика Хакасия
62,41,3846.0,4267.0,Республика Хакасия
63,42,3960.0,4240.0,Республика Хакасия
64,43,3752.0,4302.0,Республика Хакасия
65,44,3830.0,4159.0,Республика Хакасия
66,40-44,19411.0,21188.0,Республика Хакасия
67,45,3514.0,3923.0,Республика Хакасия
68,46,3468.0,3975.0,Республика Хакасия
69,47,3362.0,3624.0,Республика Хакасия
70,48,3063.0,3362.0,Республика Хакасия
71,49,3015.0,3385.0,Республика Хакасия
72,45-49,16422.0,18269.0,Республика Хакасия
73,15-49,123147.0,127072.0,Республика Хакасия
74,50,2755.0,3017.0,Республика Хакасия
75,51,2660.0,2897.0,Республика Хакасия
76,52,2547.0,2960.0,Республика Хакасия
77,53,2522.0,2969.0,Республика Хакасия
78,54,2715.0,3150.0,Республика Хакасия
79,50-54,13199.0,14993.0,Республика Хакасия
80,55,2687.0,3407.0,Республика Хакасия
81,56,2907.0,3748.0,Республика Хакасия
82,57,3068.0,4039.0,Республика Хакасия
83,58,3274.0,4124.0,Республика Хакасия
84,59,3382.0,4625.0,Республика Хакасия
85,55-59,15318.0,19943.0,Республика Хакасия
86,60,3304.0,4429.0,Республика Хакасия
87,61,3125.0,4389.0,Республика Хакасия
88,62,3065.0,4316.0,Республика Хакасия
89,63,2887.0,4182.0,Республика Хакасия
90,64,2852.0,4201.0,Республика Хакасия
91,60-64,15233.0,21517.0,Республика Хакасия
92,65,2693.0,4334.0,Республика Хакасия
93,66,2532.0,3947.0,Республика Хакасия
94,67,2475.0,4061.0,Республика Хакасия
95,68,2210.0,3551.0,Республика Хакасия
96,69,2139.0,3433.0,Республика Хакасия
97,65-69,12049.0,19326.0,Республика Хакасия
98,70,1958.0,3514.0,Республика Хакасия
99,71,1448.0,2743.0,Республика Хакасия
100,72,1179.0,2300.0,Республика Хакасия
101,73,909.0,1842.0,Республика Хакасия
102,74,570.0,1080.0,Республика Хакасия
103,70-74,6064.0,11479.0,Республика Хакасия
104,75,385.0,798.0,Республика Хакасия
105,76,367.0,729.0,Республика Хакасия
106,77,495.0,1194.0,Республика Хакасия
107,78,685.0,1636.0,Республика Хакасия
108,79,712.0,1856.0,Республика Хакасия
109,75-79,2644.0,6213.0,Республика Хакасия
110,80 и старше,3644.0,11648.0,Республика Хакасия
111,85 и старше,1229.0,4577.0,Республика Хакасия
112,,,,Республика Хакасия
113,Итого,248187.0,286075.0,Республика Хакасия
114,,,,Республика Хакасия
115,моложе трудоспособного,60069.0,56936.0,Республика Хакасия
116,трудоспособного,151788.0,142420.0,Республика Хакасия
117,старше трудоспособного,36330.0,86719.0,Республика Хакасия
0,0,5715.0,5447.0,Тульская область
1,1,6251.0,5935.0,Тульская область
2,2,6709.0,6414.0,Тульская область
3,0-2,18675.0,17796.0,Тульская область
4,3,7664.0,7204.0,Тульская область
5,4,7854.0,7548.0,Тульская область
6,0-4,34193.0,32548.0,Тульская область
7,5,7595.0,7244.0,Тульская область
8,3-5,23113.0,21996.0,Тульская область
9,6,7448.0,7325.0,Тульская область
10,1-6,43521.0,41670.0,Тульская область
11,7,7744.0,7404.0,Тульская область
12,8,7309.0,7089.0,Тульская область
13,9,7195.0,6676.0,Тульская область
14,5-9,37291.0,35738.0,Тульская область
15,10,7559.0,6928.0,Тульская область
16,11,7209.0,6917.0,Тульская область
17,12,6809.0,6398.0,Тульская область
18,13,6438.0,6235.0,Тульская область
19,8-13,42519.0,40243.0,Тульская область
20,0-13,99499.0,94764.0,Тульская область
21,14,6482.0,6034.0,Тульская область
22,10-14,34497.0,32512.0,Тульская область
23,0-14,105981.0,100798.0,Тульская область
24,15,6702.0,6301.0,Тульская область
25,14-15,13184.0,12335.0,Тульская область
26,16,6498.0,6237.0,Тульская область
27,17,6348.0,5907.0,Тульская область
28,16-17,12846.0,12144.0,Тульская область
29,0-17,125529.0,119243.0,Тульская область
30,18,5963.0,5610.0,Тульская область
31,19,5852.0,5422.0,Тульская область
32,15-19,31363.0,29477.0,Тульская область
33,20,5443.0,5373.0,Тульская область
34,21,5947.0,5708.0,Тульская область
35,22,5741.0,5515.0,Тульская область
36,23,6314.0,6044.0,Тульская область
37,24,6775.0,6710.0,Тульская область
38,20-24,30220.0,29350.0,Тульская область
39,25,7591.0,7284.0,Тульская область
40,26,7856.0,7297.0,Тульская область
41,27,8691.0,7947.0,Тульская область
42,28,9506.0,8901.0,Тульская область
43,29,11130.0,10081.0,Тульская область
44,25-29,44774.0,41510.0,Тульская область
45,20-29,74994.0,70860.0,Тульская область
46,16-29,99655.0,94036.0,Тульская область
47,30,11790.0,10763.0,Тульская область
48,31,12399.0,11344.0,Тульская область
49,32,13215.0,12100.0,Тульская область
50,33,13056.0,11967.0,Тульская область
51,34,12540.0,11481.0,Тульская область
52,30-34,63000.0,57655.0,Тульская область
53,15-34,169357.0,157992.0,Тульская область
54,35,12436.0,11690.0,Тульская область
55,36,12418.0,11742.0,Тульская область
56,37,11560.0,11087.0,Тульская область
57,38,11256.0,10916.0,Тульская область
58,39,11742.0,11573.0,Тульская область
59,35-39,59412.0,57008.0,Тульская область
60,20-39,197406.0,185523.0,Тульская область
61,40,11021.0,11114.0,Тульская область
62,41,10952.0,11151.0,Тульская область
63,42,10628.0,11079.0,Тульская область
64,43,10794.0,11142.0,Тульская область
65,44,10946.0,11520.0,Тульская область
66,40-44,54341.0,56006.0,Тульская область
67,45,10507.0,11478.0,Тульская область
68,46,10366.0,10968.0,Тульская область
69,47,10602.0,11183.0,Тульская область
70,48,10146.0,10955.0,Тульская область
71,49,10201.0,11040.0,Тульская область
72,45-49,51822.0,55624.0,Тульская область
73,15-49,334932.0,326630.0,Тульская область
74,50,9041.0,9701.0,Тульская область
75,51,8670.0,9517.0,Тульская область
76,52,8211.0,9221.0,Тульская область
77,53,8526.0,9680.0,Тульская область
78,54,8713.0,10188.0,Тульская область
79,50-54,43161.0,48307.0,Тульская область
80,55,8565.0,10266.0,Тульская область
81,56,9265.0,11343.0,Тульская область
82,57,9430.0,11778.0,Тульская область
83,58,9718.0,12425.0,Тульская область
84,59,10383.0,13272.0,Тульская область
85,55-59,47361.0,59084.0,Тульская область
86,60,9624.0,13297.0,Тульская область
87,61,9671.0,13928.0,Тульская область
88,62,9564.0,14130.0,Тульская область
89,63,8974.0,13864.0,Тульская область
90,64,8505.0,13221.0,Тульская область
91,60-64,46338.0,68440.0,Тульская область
92,65,8429.0,13228.0,Тульская область
93,66,7220.0,12143.0,Тульская область
94,67,7310.0,12682.0,Тульская область
95,68,6887.0,12159.0,Тульская область
96,69,6860.0,12241.0,Тульская область
97,65-69,36706.0,62453.0,Тульская область
98,70,6786.0,13029.0,Тульская область
99,71,5401.0,10674.0,Тульская область
100,72,4853.0,9702.0,Тульская область
101,73,3891.0,8549.0,Тульская область
102,74,2318.0,5111.0,Тульская область
103,70-74,23249.0,47065.0,Тульская область
104,75,1621.0,3954.0,Тульская область
105,76,1300.0,3153.0,Тульская область
106,77,2090.0,5813.0,Тульская область
107,78,2912.0,8565.0,Тульская область
108,79,2803.0,8170.0,Тульская область
109,75-79,10726.0,29655.0,Тульская область
110,80 и старше,16371.0,58870.0,Тульская область
111,85 и старше,5695.0,23134.0,Тульская область
112,,,,Тульская область
113,Итого,664825.0,801302.0,Тульская область
114,,,,Тульская область
115,моложе трудоспособного,112683.0,107099.0,Тульская область
116,трудоспособного,428376.0,378902.0,Тульская область
117,старше трудоспособного,123766.0,315301.0,Тульская область
118,,,,Тульская область
119,,,,Тульская область
120,,,,Тульская область
121,,,,Тульская область
122,,,,Тульская область
123,,,,Тульская область
124,,,,Тульская область
0,0,10610.0,10086.0, Ханты-Мансийский автономный округ-Югра
1,1,11703.0,10799.0, Ханты-Мансийский автономный округ-Югра
2,2,11851.0,11380.0, Ханты-Мансийский автономный округ-Югра
3,0-2,34164.0,32265.0, Ханты-Мансийский автономный округ-Югра
4,3,13328.0,12364.0, Ханты-Мансийский автономный округ-Югра
5,4,13687.0,13201.0, Ханты-Мансийский автономный округ-Югра
6,0-4,61179.0,57830.0, Ханты-Мансийский автономный округ-Югра
7,5,14261.0,13466.0, Ханты-Мансийский автономный округ-Югра
8,3-5,41276.0,39031.0, Ханты-Мансийский автономный округ-Югра
9,6,14425.0,13492.0, Ханты-Мансийский автономный округ-Югра
10,1-6,79255.0,74702.0, Ханты-Мансийский автономный округ-Югра
11,7,14437.0,13717.0, Ханты-Мансийский автономный округ-Югра
12,8,13389.0,12708.0, Ханты-Мансийский автономный округ-Югра
13,9,12536.0,12261.0, Ханты-Мансийский автономный округ-Югра
14,5-9,69048.0,65644.0, Ханты-Мансийский автономный округ-Югра
15,10,12304.0,11386.0, Ханты-Мансийский автономный округ-Югра
16,11,12082.0,11119.0, Ханты-Мансийский автономный округ-Югра
17,12,11435.0,10833.0, Ханты-Мансийский автономный округ-Югра
18,13,10886.0,10207.0, Ханты-Мансийский автономный округ-Югра
19,8-13,72632.0,68514.0, Ханты-Мансийский автономный округ-Югра
20,0-13,176934.0,167019.0, Ханты-Мансийский автономный округ-Югра
21,14,10788.0,10256.0, Ханты-Мансийский автономный округ-Югра
22,10-14,57495.0,53801.0, Ханты-Мансийский автономный округ-Югра
23,0-14,187722.0,177275.0, Ханты-Мансийский автономный округ-Югра
24,15,10892.0,10267.0, Ханты-Мансийский автономный округ-Югра
25,14-15,21680.0,20523.0, Ханты-Мансийский автономный округ-Югра
26,16,10511.0,10093.0, Ханты-Мансийский автономный округ-Югра
27,17,10096.0,9676.0, Ханты-Мансийский автономный округ-Югра
28,16-17,20607.0,19769.0, Ханты-Мансийский автономный округ-Югра
29,0-17,219221.0,207311.0, Ханты-Мансийский автономный округ-Югра
30,18,8396.0,8588.0, Ханты-Мансийский автономный округ-Югра
31,19,7421.0,8341.0, Ханты-Мансийский автономный округ-Югра
32,15-19,47316.0,46965.0, Ханты-Мансийский автономный округ-Югра
33,20,7147.0,8086.0, Ханты-Мансийский автономный округ-Югра
34,21,7931.0,8351.0, Ханты-Мансийский автономный округ-Югра
35,22,7552.0,8177.0, Ханты-Мансийский автономный округ-Югра
36,23,8232.0,8527.0, Ханты-Мансийский автономный округ-Югра
37,24,8947.0,9120.0, Ханты-Мансийский автономный округ-Югра
38,20-24,39809.0,42261.0, Ханты-Мансийский автономный округ-Югра
39,25,10566.0,9513.0, Ханты-Мансийский автономный округ-Югра
40,26,10131.0,9040.0, Ханты-Мансийский автономный округ-Югра
41,27,9665.0,9126.0, Ханты-Мансийский автономный округ-Югра
42,28,11315.0,10194.0, Ханты-Мансийский автономный округ-Югра
43,29,13005.0,12044.0, Ханты-Мансийский автономный округ-Югра
44,25-29,54682.0,49917.0, Ханты-Мансийский автономный округ-Югра
45,20-29,94491.0,92178.0, Ханты-Мансийский автономный округ-Югра
46,16-29,130915.0,128876.0, Ханты-Мансийский автономный округ-Югра
47,30,13740.0,12883.0, Ханты-Мансийский автономный округ-Югра
48,31,15307.0,14361.0, Ханты-Мансийский автономный округ-Югра
49,32,16784.0,16119.0, Ханты-Мансийский автономный округ-Югра
50,33,17128.0,16258.0, Ханты-Мансийский автономный округ-Югра
51,34,16743.0,16291.0, Ханты-Мансийский автономный округ-Югра
52,30-34,79702.0,75912.0, Ханты-Мансийский автономный округ-Югра
53,15-34,221509.0,215055.0, Ханты-Мансийский автономный округ-Югра
54,35,16351.0,16131.0, Ханты-Мансийский автономный округ-Югра
55,36,16419.0,16558.0, Ханты-Мансийский автономный округ-Югра
56,37,15762.0,16151.0, Ханты-Мансийский автономный округ-Югра
57,38,14766.0,15015.0, Ханты-Мансийский автономный округ-Югра
58,39,15200.0,15581.0, Ханты-Мансийский автономный округ-Югра
59,35-39,78498.0,79436.0, Ханты-Мансийский автономный округ-Югра
60,20-39,252691.0,247526.0, Ханты-Мансийский автономный округ-Югра
61,40,14003.0,14723.0, Ханты-Мансийский автономный округ-Югра
62,41,13622.0,14423.0, Ханты-Мансийский автономный округ-Югра
63,42,13147.0,14093.0, Ханты-Мансийский автономный округ-Югра
64,43,13211.0,14024.0, Ханты-Мансийский автономный округ-Югра
65,44,13204.0,14012.0, Ханты-Мансийский автономный округ-Югра
66,40-44,67187.0,71275.0, Ханты-Мансийский автономный округ-Югра
67,45,12541.0,13582.0, Ханты-Мансийский автономный округ-Югра
68,46,11676.0,12796.0, Ханты-Мансийский автономный округ-Югра
69,47,12151.0,12665.0, Ханты-Мансийский автономный округ-Югра
70,48,11823.0,12090.0, Ханты-Мансийский автономный округ-Югра
71,49,11721.0,12222.0, Ханты-Мансийский автономный округ-Югра
72,45-49,59912.0,63355.0, Ханты-Мансийский автономный округ-Югра
73,15-49,427106.0,429121.0, Ханты-Мансийский автономный округ-Югра
74,50,10779.0,11130.0, Ханты-Мансийский автономный округ-Югра
75,51,10295.0,10988.0, Ханты-Мансийский автономный округ-Югра
76,52,9960.0,10856.0, Ханты-Мансийский автономный округ-Югра
77,53,10206.0,10996.0, Ханты-Мансийский автономный округ-Югра
78,54,10773.0,11421.0, Ханты-Мансийский автономный округ-Югра
79,50-54,52013.0,55391.0, Ханты-Мансийский автономный округ-Югра
80,55,10737.0,11983.0, Ханты-Мансийский автономный округ-Югра
81,56,11439.0,12843.0, Ханты-Мансийский автономный округ-Югра
82,57,11234.0,13357.0, Ханты-Мансийский автономный округ-Югра
83,58,11952.0,13676.0, Ханты-Мансийский автономный округ-Югра
84,59,12349.0,14248.0, Ханты-Мансийский автономный округ-Югра
85,55-59,57711.0,66107.0, Ханты-Мансийский автономный округ-Югра
86,60,10740.0,12724.0, Ханты-Мансийский автономный округ-Югра
87,61,10325.0,11990.0, Ханты-Мансийский автономный округ-Югра
88,62,9204.0,11012.0, Ханты-Мансийский автономный округ-Югра
89,63,8147.0,10026.0, Ханты-Мансийский автономный округ-Югра
90,64,7222.0,9421.0, Ханты-Мансийский автономный округ-Югра
91,60-64,45638.0,55173.0, Ханты-Мансийский автономный округ-Югра
92,65,6861.0,9185.0, Ханты-Мансийский автономный округ-Югра
93,66,5527.0,7703.0, Ханты-Мансийский автономный округ-Югра
94,67,5146.0,7334.0, Ханты-Мансийский автономный округ-Югра
95,68,4536.0,6626.0, Ханты-Мансийский автономный округ-Югра
96,69,4170.0,6242.0, Ханты-Мансийский автономный округ-Югра
97,65-69,26240.0,37090.0, Ханты-Мансийский автономный округ-Югра
98,70,3565.0,5530.0, Ханты-Мансийский автономный округ-Югра
99,71,2744.0,4246.0, Ханты-Мансийский автономный округ-Югра
100,72,2094.0,3784.0, Ханты-Мансийский автономный округ-Югра
101,73,1681.0,3063.0, Ханты-Мансийский автономный округ-Югра
102,74,986.0,1776.0, Ханты-Мансийский автономный округ-Югра
103,70-74,11070.0,18399.0, Ханты-Мансийский автономный округ-Югра
104,75,657.0,1358.0, Ханты-Мансийский автономный округ-Югра
105,76,641.0,1232.0, Ханты-Мансийский автономный округ-Югра
106,77,731.0,1545.0, Ханты-Мансийский автономный округ-Югра
107,78,887.0,2158.0, Ханты-Мансийский автономный округ-Югра
108,79,907.0,2199.0, Ханты-Мансийский автономный округ-Югра
109,75-79,3823.0,8492.0, Ханты-Мансийский автономный округ-Югра
110,80 и старше,3836.0,12469.0, Ханты-Мансийский автономный округ-Югра
111,85 и старше,1006.0,4070.0, Ханты-Мансийский автономный округ-Югра
112,,,, Ханты-Мансийский автономный округ-Югра
113,Итого,815159.0,859517.0, Ханты-Мансийский автономный округ-Югра
114,,,, Ханты-Мансийский автономный округ-Югра
115,моложе трудоспособного,198614.0,187542.0, Ханты-Мансийский автономный округ-Югра
116,трудоспособного,536678.0,486228.0, Ханты-Мансийский автономный округ-Югра
117,старше трудоспособного,79867.0,185747.0, Ханты-Мансийский автономный округ-Югра
0,0,6404.0,6029.0,Республика Бурятия
1,1,7156.0,6671.0,Республика Бурятия
2,2,7328.0,6852.0,Республика Бурятия
3,0-2,20888.0,19552.0,Республика Бурятия
4,3,8122.0,7799.0,Республика Бурятия
5,4,8620.0,8127.0,Республика Бурятия
6,0-4,37630.0,35478.0,Республика Бурятия
7,5,8802.0,8063.0,Республика Бурятия
8,3-5,25544.0,23989.0,Республика Бурятия
9,6,8684.0,8164.0,Республика Бурятия
10,1-6,48712.0,45676.0,Республика Бурятия
11,7,8525.0,8099.0,Республика Бурятия
12,8,8209.0,7819.0,Республика Бурятия
13,9,8264.0,7788.0,Республика Бурятия
14,5-9,42484.0,39933.0,Республика Бурятия
15,10,8394.0,7980.0,Республика Бурятия
16,11,8221.0,7716.0,Республика Бурятия
17,12,7772.0,7337.0,Республика Бурятия
18,13,6846.0,6665.0,Республика Бурятия
19,8-13,47706.0,45305.0,Республика Бурятия
20,0-13,111347.0,105109.0,Республика Бурятия
21,14,6535.0,6331.0,Республика Бурятия
22,10-14,37768.0,36029.0,Республика Бурятия
23,0-14,117882.0,111440.0,Республика Бурятия
24,15,6426.0,6155.0,Республика Бурятия
25,14-15,12961.0,12486.0,Республика Бурятия
26,16,6434.0,5943.0,Республика Бурятия
27,17,5983.0,5784.0,Республика Бурятия
28,16-17,12417.0,11727.0,Республика Бурятия
29,0-17,136725.0,129322.0,Республика Бурятия
30,18,5622.0,4951.0,Республика Бурятия
31,19,6424.0,4741.0,Республика Бурятия
32,15-19,30889.0,27574.0,Республика Бурятия
33,20,5930.0,4487.0,Республика Бурятия
34,21,5784.0,4704.0,Республика Бурятия
35,22,5548.0,4714.0,Республика Бурятия
36,23,5957.0,5077.0,Республика Бурятия
37,24,5890.0,5222.0,Республика Бурятия
38,20-24,29109.0,24204.0,Республика Бурятия
39,25,6182.0,5422.0,Республика Бурятия
40,26,6051.0,4851.0,Республика Бурятия
41,27,6486.0,5520.0,Республика Бурятия
42,28,7039.0,6628.0,Республика Бурятия
43,29,8054.0,7319.0,Республика Бурятия
44,25-29,33812.0,29740.0,Республика Бурятия
45,20-29,62921.0,53944.0,Республика Бурятия
46,16-29,87384.0,75363.0,Республика Бурятия
47,30,8399.0,8087.0,Республика Бурятия
48,31,8763.0,8781.0,Республика Бурятия
49,32,8967.0,8999.0,Республика Бурятия
50,33,8965.0,9011.0,Республика Бурятия
51,34,8890.0,8542.0,Республика Бурятия
52,30-34,43984.0,43420.0,Республика Бурятия
53,15-34,137794.0,124938.0,Республика Бурятия
54,35,8373.0,8476.0,Республика Бурятия
