,Возраст (лет),мужчины,женщины,region
52,30-34,29968.0,28006.0,Республика Марий Эл
53,15-34,85860.0,79938.0,Республика Марий Эл
54,35,5848.0,5630.0,Республика Марий Эл
55,36,5862.0,5646.0,Республика Марий Эл
56,37,5380.0,4901.0,Республика Марий Эл
57,38,5088.0,5033.0,Республика Марий Эл
58,39,4965.0,4938.0,Республика Марий Эл
59,35-39,27143.0,26148.0,Республика Марий Эл
60,20-39,95286.0,89616.0,Республика Марий Эл
61,40,4750.0,4780.0,Республика Марий Эл
62,41,4475.0,4591.0,Республика Марий Эл
63,42,4401.0,4693.0,Республика Марий Эл
64,43,4450.0,4638.0,Республика Марий Эл
65,44,4229.0,4724.0,Республика Марий Эл
66,40-44,22305.0,23426.0,Республика Марий Эл
67,45,4069.0,4343.0,Республика Марий Эл
68,46,3808.0,4313.0,Республика Марий Эл
69,47,3833.0,4206.0,Республика Марий Эл
70,48,3702.0,4163.0,Республика Марий Эл
71,49,3804.0,4275.0,Республика Марий Эл
72,45-49,19216.0,21300.0,Республика Марий Эл
73,15-49,154524.0,150812.0,Республика Марий Эл
74,50,3613.0,4136.0,Республика Марий Эл
75,51,3620.0,4313.0,Республика Марий Эл
76,52,3862.0,4414.0,Республика Марий Эл
77,53,3884.0,4737.0,Республика Марий Эл
78,54,4073.0,4944.0,Республика Марий Эл
79,50-54,19052.0,22544.0,Республика Марий Эл
80,55,4264.0,5097.0,Республика Марий Эл
81,56,4711.0,5567.0,Республика Марий Эл
82,57,4476.0,5710.0,Республика Марий Эл
83,58,5027.0,6200.0,Республика Марий Эл
84,59,4966.0,6502.0,Республика Марий Эл
85,55-59,23444.0,29076.0,Республика Марий Эл
86,60,4983.0,6433.0,Республика Марий Эл
87,61,4831.0,6404.0,Республика Марий Эл
88,62,4604.0,6457.0,Республика Марий Эл
89,63,4127.0,5953.0,Республика Марий Эл
90,64,4081.0,5952.0,Республика Марий Эл
91,60-64,22626.0,31199.0,Республика Марий Эл
92,65,3859.0,5809.0,Республика Марий Эл
93,66,3327.0,5016.0,Республика Марий Эл
94,67,2959.0,4802.0,Республика Марий Эл
95,68,2916.0,4548.0,Республика Марий Эл
96,69,2484.0,4259.0,Республика Марий Эл
97,65-69,15545.0,24434.0,Республика Марий Эл
98,70,2599.0,4273.0,Республика Марий Эл
99,71,2099.0,3513.0,Республика Марий Эл
100,72,1908.0,3452.0,Республика Марий Эл
101,73,1445.0,2763.0,Республика Марий Эл
102,74,655.0,1342.0,Республика Марий Эл
103,70-74,8706.0,15343.0,Республика Марий Эл
104,75,466.0,1004.0,Республика Марий Эл
105,76,397.0,839.0,Республика Марий Эл
106,77,716.0,1722.0,Республика Марий Эл
107,78,952.0,2520.0,Республика Марий Эл
108,79,929.0,2657.0,Республика Марий Эл
109,75-79,3460.0,8742.0,Республика Марий Эл
110,80 и старше,4994.0,17778.0,Республика Марий Эл
111,85 и старше,1712.0,7396.0,Республика Марий Эл
112,,,,Республика Марий Эл
113,Итого,317483.0,361934.0,Республика Марий Эл
114,,,,Республика Марий Эл
115,моложе трудоспособного,68824.0,65502.0,Республика Марий Эл
116,трудоспособного,198311.0,174957.0,Республика Марий Эл
117,старше трудоспособного,50348.0,121475.0,Республика Марий Эл
0,0,1682.0,1612.0,Камчатский край
1,1,1739.0,1691.0,Камчатский край
2,2,1892.0,1845.0,Камчатский край
3,0-2,5313.0,5148.0,Камчатский край
4,3,2071.0,1912.0,Камчатский край
5,4,2090.0,2015.0,Камчатский край
6,0-4,9474.0,9075.0,Камчатский край
7,5,2100.0,2002.0,Камчатский край
8,3-5,6261.0,5929.0,Камчатский край
9,6,2045.0,2029.0,Камчатский край
10,1-6,11937.0,11494.0,Камчатский край
11,7,2060.0,1985.0,Камчатский край
12,8,1952.0,1917.0,Камчатский край
13,9,1779.0,1729.0,Камчатский край
14,5-9,9936.0,9662.0,Камчатский край
15,10,1861.0,1785.0,Камчатский край
16,11,1888.0,1771.0,Камчатский край
17,12,1862.0,1711.0,Камчатский край
18,13,1721.0,1632.0,Камчатский край
19,8-13,11063.0,10545.0,Камчатский край
20,0-13,26742.0,25636.0,Камчатский край
21,14,1727.0,1645.0,Камчатский край
22,10-14,9059.0,8544.0,Камчатский край
23,0-14,28469.0,27281.0,Камчатский край
24,15,1697.0,1607.0,Камчатский край
25,14-15,3424.0,3252.0,Камчатский край
